uid,gid,player,pa,pc,py,ints,ra,sra,ry,trg,rec,recy,fuml,peny
40770,4022,RR-0130,0,0,0,0,0,0,0,1,1,7,0,0
40771,4022,AW-1350,0,0,0,0,2,1,1,0,0,0,0,0
40772,4022,LD-0650,0,0,0,0,0,0,0,2,0,0,0,0
40773,4022,RJ-0800,0,0,0,0,1,0,2,0,0,0,0,0
40774,4022,SV-0200,0,0,0,0,0,0,0,1,0,0,0,0
40775,4022,DH-1800,0,0,0,0,0,0,0,1,0,0,0,0
40776,4022,MJ-2275,0,0,0,0,2,1,6,0,0,0,0,0
40777,4022,KC-2350,6,2,11,0,0,0,0,0,0,0,0,5
40778,4022,AR-1100,0,0,0,0,0,0,0,2,0,0,0,0
40779,4022,JR-1150,0,0,0,0,0,0,0,1,0,0,0,0
40780,4022,RG-1650,0,0,0,0,0,0,0,1,0,0,0,0
40781,4022,CT-1220,0,0,0,0,0,0,0,2,2,11,0,0
40782,4023,JR-0250,0,0,0,0,2,2,2,0,0,0,0,0
40783,4023,MR-2500,11,7,38,0,0,0,0,0,0,0,0,0
40784,4023,LH-0600,0,0,0,0,0,0,0,1,0,0,0,0
40785,4023,JJ-4700,0,0,0,0,0,0,0,6,4,28,0,0
40786,4023,DF-1875,0,0,0,0,8,6,29,2,2,4,0,0
40787,4023,DM-1600,0,0,0,0,3,3,19,0,0,0,0,0
40788,4023,NW-0500,0,0,0,0,0,0,0,1,1,6,0,0
40789,4024,FG-0200,0,0,0,0,3,2,7,0,0,0,0,0
40790,4024,MM-0912,9,3,15,0,0,0,0,0,0,0,0,0
40791,4024,KW-2550,0,0,0,0,0,0,0,4,2,12,0,0
40792,4024,JH-6400,0,0,0,0,0,0,0,1,0,0,0,0
40793,4024,BS-0650,0,0,0,0,2,1,7,0,0,0,0,0
40794,4024,AA-1350,0,0,0,0,4,2,12,0,0,0,0,0
40795,4024,JF-2950,0,0,0,0,3,3,6,0,0,0,0,0
40796,4024,DG-2650,0,0,0,0,0,0,0,2,1,3,0,0
40797,4024,AL-1100,2,2,15,0,0,0,0,0,0,0,0,0
40798,4024,DM-2775,0,0,0,0,0,0,0,1,1,11,0,0
40799,4024,JD-2550,0,0,0,0,0,0,0,1,1,4,0,0
40800,4024,JR-2775,0,0,0,0,1,1,5,0,0,0,0,0
40801,4024,AF-0200,0,0,0,0,0,0,0,1,0,0,0,0
40802,4025,DC-0725,7,4,35,0,0,0,0,0,0,0,0,0
40803,4025,RH-1600,0,0,0,0,0,0,0,1,1,12,0,0
40804,4025,LM-1850,0,0,0,0,8,4,27,0,0,0,0,0
40805,4025,MC-2900,0,0,0,0,0,0,0,2,0,0,0,10
40806,4025,AH-3600,0,0,0,0,0,0,0,1,1,3,0,0
40807,4025,IC-0300,0,0,0,0,3,1,17,0,0,0,0,0
40808,4025,JM-2900,7,2,15,0,0,0,0,0,0,0,0,0
40809,4025,GB-0200,0,0,0,0,0,0,0,2,0,0,0,0
40810,4025,SR-0750,0,0,0,0,0,0,0,3,2,20,0,0
40811,4025,MR-0500,0,0,0,0,1,0,1,0,0,0,0,0
40812,4025,TJ-2400,0,0,0,0,1,1,7,0,0,0,0,0
40813,4025,TB-1060,0,0,0,0,0,0,0,2,1,4,0,0
40814,4025,AH-1900,0,0,0,0,0,0,0,2,0,0,0,0
40815,4025,TG-0025,0,0,0,0,0,0,0,1,1,11,0,0
40816,4026,JH-4025,0,0,0,0,4,1,10,0,0,0,0,0
40817,4026,AG-1500,0,0,0,0,0,0,0,3,1,7,0,5
40818,4026,AD-0100,9,3,32,1,3,1,5,0,0,0,0,10
40819,4026,MJ-2250,0,0,0,0,0,0,0,2,1,16,0,0
40820,4026,MS-0150,0,0,0,0,0,0,0,2,1,9,0,0
40821,4026,GB-0350,0,0,0,0,4,1,17,0,0,0,0,0
40822,4026,TE-0300,0,0,0,0,0,0,0,2,0,0,0,0
40823,4026,JF-1900,3,3,23,0,0,0,0,0,0,0,0,0
40824,4026,SS-2100,0,0,0,0,0,0,0,2,2,23,0,0
40825,4026,LT-0050,0,0,0,0,1,0,1,0,0,0,0,0
40826,4026,MC-0150,0,0,0,0,0,0,0,1,1,0,0,0
40827,4027,TB-2300,10,6,51,0,0,0,0,0,0,0,0,0
40828,4027,RG-2200,0,0,0,0,0,0,0,2,0,0,0,0
40829,4027,DL-1700,0,0,0,0,4,3,16,0,0,0,0,0
40830,4027,BB-2425,4,2,17,0,0,0,0,0,0,0,0,0
40831,4027,CG-1950,0,0,0,0,0,0,0,1,0,0,0,0
40832,4027,TY-0150,0,0,0,0,1,0,0,0,0,0,0,0
40833,4027,JE-0100,0,0,0,0,0,0,0,2,1,4,0,0
40834,4027,DA-0900,0,0,0,0,0,0,0,2,2,9,0,0
40835,4027,LB-0500,0,0,0,0,9,5,9,0,0,0,0,0
40836,4027,KM-0450,0,0,0,0,0,0,0,1,1,13,0,0
40837,4027,SC-0400,0,0,0,0,0,0,0,2,2,25,0,0
40838,4027,AD-1450,0,0,0,0,0,0,0,1,0,0,0,0
40839,4027,CH-1200,0,0,0,0,0,0,0,3,2,17,0,0
40840,4028,LM-0800,2,1,5,0,0,0,0,0,0,0,0,0
40841,4028,WS-0925,0,0,0,0,0,0,0,2,1,5,0,0
40842,4028,MI-0100,0,0,0,0,3,3,17,0,0,0,0,0
40843,4028,MT-1300,0,0,0,0,4,3,13,0,0,0,0,0
40844,4028,CN-0500,6,4,45,0,3,3,15,0,0,0,0,0
40845,4028,RB-3100,0,0,0,0,0,0,0,0,0,0,0,10
40846,4028,JS-6700,0,0,0,0,2,0,4,0,0,0,0,0
40847,4028,GO-0100,0,0,0,0,0,0,0,5,4,45,0,0
40848,4028,DF-2200,0,0,0,0,0,0,0,1,0,0,0,0
40849,4028,KR-1050,0,0,0,0,1,1,2,0,0,0,0,0
40850,4029,DS-3300,0,0,0,0,3,2,3,1,0,0,0,0
40851,4029,RM-1200,0,0,0,0,3,3,19,0,0,0,0,0
40852,4029,SB-1100,3,1,4,0,0,0,0,0,0,0,0,0
40853,4029,MA-1400,0,0,0,0,0,0,0,1,0,0,0,0
40854,4029,JM-1550,0,0,0,0,0,0,0,1,1,4,0,0
40855,4029,RF-0500,6,4,32,0,1,1,1,0,0,0,0,0
40856,4029,DS-3031,0,0,0,0,0,0,0,1,0,0,0,0
40857,4029,BM-0300,0,0,0,0,0,0,0,3,2,18,0,0
40858,4029,QE-0100,0,0,0,0,0,0,0,1,1,7,0,0
40859,4029,JK-1000,0,0,0,0,0,0,0,1,1,7,0,0
40860,4030,AB-1975,0,0,0,0,5,3,30,0,0,0,0,0
40861,4030,RM-0300,3,2,10,0,0,0,0,0,0,0,0,0
40862,4030,JG-3850,0,0,0,0,0,0,0,1,1,5,0,0
40863,4030,NW-0100,0,0,0,0,0,0,0,1,0,0,0,0
40864,4030,DH-3950,0,0,0,0,0,0,0,1,1,5,0,0
40865,4030,CS-1950,0,0,0,0,1,0,3,0,0,0,0,0
40866,4030,JW-5650,2,0,0,0,0,0,0,0,0,0,0,0
40867,4030,ME-0600,0,0,0,0,0,0,0,2,0,0,0,0
40868,4030,JP-4187,0,0,0,0,1,0,1,0,0,0,0,0
40869,4031,AP-0700,0,0,0,0,6,5,28,0,0,0,0,0
40870,4031,TB-2650,1,0,0,0,0,0,0,0,0,0,0,0
40871,4031,KR-1200,0,0,0,0,0,0,0,1,0,0,0,0
40872,4031,ZL-0200,0,0,0,0,1,1,1,0,0,0,0,0
40873,4031,PR-0300,3,0,0,1,0,0,0,0,0,0,0,0
40874,4031,MF-0800,0,0,0,0,0,0,0,2,0,0,0,0
40875,4031,SJ-0600,0,0,0,0,0,0,0,1,0,0,0,0
40876,4031,KC-1400,1,1,19,0,0,0,0,0,0,0,0,0
40877,4031,KA-0650,0,0,0,0,0,0,0,1,1,19,0,0
40878,4032,BR-1100,5,3,13,0,0,0,0,0,0,0,0,0
40879,4032,HM-0200,0,0,0,0,0,0,0,2,1,8,0,0
40880,4032,LB-0250,0,0,0,0,3,2,2,2,1,9,0,0
40881,4032,AB-3500,0,0,0,0,0,0,0,1,1,-4,0,0
40882,4032,TM-0650,0,0,0,0,1,0,-2,0,0,0,0,0
40883,4032,JC-4300,0,0,0,0,0,0,0,1,0,0,0,5
40884,4032,NF-0250,1,0,0,0,1,0,10,0,0,0,0,0
40885,4033,CP-0500,7,3,24,0,0,0,0,0,0,0,0,0
40886,4033,MF-0950,0,0,0,0,0,0,0,2,1,12,0,0
40887,4033,CJ-1700,0,0,0,0,4,3,9,0,0,0,0,0
40888,4033,JG-3700,0,0,0,0,0,0,0,1,0,0,0,0
40889,4033,CK-0100,1,1,14,0,1,1,12,0,0,0,0,0
40890,4033,AB-2000,0,0,0,0,0,0,0,1,1,14,0,0
40891,4033,CH-5000,0,0,0,0,1,0,-7,0,0,0,0,0
40892,4033,LF-0200,0,0,0,0,0,0,0,3,2,12,0,0
40893,4033,DJ-1325,0,0,0,0,1,1,5,0,0,0,0,0
40894,4033,ST-0250,0,0,0,0,3,1,4,0,0,0,0,0
40895,4034,LM-1000,0,0,0,0,1,1,5,1,1,10,0,0
40896,4034,AD-1300,0,0,0,0,2,0,1,0,0,0,0,0
40897,4034,TT-0500,3,3,17,0,0,0,0,0,0,0,0,0
40898,4034,PH-0400,0,0,0,0,0,0,0,1,1,4,0,0
40899,4034,CH-3350,0,0,0,0,0,0,0,1,1,3,0,0
40900,4034,RT-0150,9,1,9,0,0,0,0,0,0,0,0,0
40901,4034,JL-0215,0,0,0,0,0,0,0,3,1,9,0,0
40902,4034,JC-0400,0,0,0,0,0,0,0,2,0,0,0,0
40903,4034,LM-1150,0,0,0,0,1,1,8,0,0,0,0,0
40904,4034,DP-0350,0,0,0,0,0,0,0,4,0,0,0,0
40905,4034,JG-3050,0,0,0,0,3,2,13,0,0,0,0,0
40906,4035,RW-3850,5,1,15,0,0,0,0,0,0,0,0,0
40907,4035,RL-1100,0,0,0,0,0,0,0,1,0,0,0,0
40908,4035,TR-0112,0,0,0,0,1,1,6,0,0,0,0,0
40909,4035,JK-0250,0,0,0,0,0,0,0,1,1,15,0,0
40910,4035,JG-2900,0,0,0,0,0,0,0,1,0,0,0,0
40911,4035,CM-0850,0,0,0,0,0,0,0,1,0,0,0,0
40912,4036,CA-0750,0,0,0,0,4,1,8,0,0,0,0,0
40913,4036,PM-0200,2,1,11,1,0,0,0,0,0,0,0,0
40914,4036,OD-0100,0,0,0,0,0,0,0,2,1,11,0,0
40915,4036,JT-2450,0,0,0,0,1,1,1,0,0,0,0,0
40916,4036,RH-2350,0,0,0,0,1,1,1,0,0,0,0,0
40917,4036,AA-0025,0,0,0,0,1,0,-1,1,1,16,0,0
40918,4036,MS-4100,8,4,44,0,0,0,0,0,0,0,0,0
40919,4036,TR-0370,0,0,0,0,0,0,0,3,2,21,0,0
40920,4036,CJ-1100,0,0,0,0,0,0,0,3,1,7,0,0
40921,4036,JB-2700,0,0,0,0,2,1,4,0,0,0,0,0
40922,4036,GT-0100,0,0,0,0,0,0,0,1,0,0,0,0
40923,4037,AR-1300,5,4,19,0,1,1,5,0,0,0,0,0
40924,4037,TM-3150,0,0,0,0,0,0,0,1,1,8,0,10
40925,4037,RC-1500,0,0,0,0,0,0,0,4,3,11,0,0
40926,4037,AS-1600,6,4,22,0,0,0,0,0,0,0,0,0
40927,4037,TK-0150,0,0,0,0,0,0,0,2,0,0,0,0
40928,4037,JC-2300,0,0,0,0,4,3,22,0,0,0,0,0
40929,4037,JS-6200,0,0,0,0,1,0,0,0,0,0,0,0
40930,4037,JM-0200,0,0,0,0,0,0,0,2,2,10,0,0
40931,4037,EL-0010,0,0,0,0,1,1,4,0,0,0,0,0
40932,4037,DT-0850,0,0,0,0,0,0,0,2,2,12,0,0
40933,4038,JF-2800,0,0,0,0,2,1,5,0,0,0,0,0
40934,4038,MW-2450,0,0,0,0,0,0,0,0,0,0,0,5
40935,4038,JF-1900,2,2,22,0,0,0,0,0,0,0,0,0
40936,4038,MC-0150,0,0,0,0,1,1,9,1,1,7,0,0
40937,4038,LB-0250,0,0,0,0,2,1,14,2,2,6,0,0
40938,4038,MV-0300,3,3,15,0,0,0,0,0,0,0,0,0
40939,4038,DH-2800,0,0,0,0,0,0,0,1,1,9,0,0
40940,4038,JA-1025,0,0,0,0,1,0,0,0,0,0,0,0
40941,4038,KA-0400,0,0,0,0,0,0,0,1,1,15,0,0
40942,4038,SK-0600,1,1,-3,0,0,0,0,0,0,0,0,0
40943,4038,NB-0450,0,0,0,0,0,0,0,1,1,-3,0,0
40944,4039,CI-0300,0,0,0,0,2,2,15,0,0,0,0,0
40945,4039,RF-0500,6,4,34,0,0,0,0,0,0,0,0,0
40946,4039,BM-0300,0,0,0,0,0,0,0,2,0,0,0,0
40947,4039,ED-0200,0,0,0,0,0,0,0,2,2,15,0,0
40948,4039,RT-0150,12,5,37,1,0,0,0,0,0,0,0,0
40949,4039,JS-7050,0,0,0,0,0,0,0,1,1,8,0,0
40950,4039,DS-3031,0,0,0,0,0,0,0,1,1,7,0,0
40951,4039,ZS-0150,0,0,0,0,2,1,4,1,1,12,0,0
40952,4039,JC-0400,0,0,0,0,0,0,0,2,0,0,0,0
40953,4039,KS-2350,0,0,0,0,0,0,0,1,1,10,0,0
40954,4039,GJ-0400,0,0,0,0,0,0,0,2,0,0,0,0
40955,4039,JL-0215,0,0,0,0,0,0,0,5,2,18,0,15
40956,4039,DP-0350,0,0,0,0,0,0,0,0,0,0,0,10
40957,4039,DW-3125,0,0,0,0,0,0,0,1,1,1,0,0
40958,4040,BB-2425,5,1,8,0,0,0,0,0,0,0,0,0
40959,4040,AR-1250,0,0,0,0,0,0,0,1,0,0,0,0
40960,4040,TY-0150,0,0,0,0,3,2,10,0,0,0,0,0
40961,4040,AH-3900,0,0,0,0,0,0,0,2,1,8,0,0
40962,4040,FG-0200,0,0,0,0,4,0,3,1,1,5,1,0
40963,4040,MH-1600,5,4,21,0,1,0,-2,0,0,0,0,0
40964,4040,CF-0650,0,0,0,0,0,0,0,2,2,9,0,0
40965,4040,CH-1200,0,0,0,0,0,0,0,1,0,0,0,0
40966,4040,TH-1850,0,0,0,0,0,0,0,1,0,0,0,0
40967,4040,DM-2775,0,0,0,0,0,0,0,1,1,7,0,0
40968,4041,EM-0200,5,3,15,1,1,0,0,0,0,0,0,0
40969,4041,LD-0650,0,0,0,0,0,0,0,1,1,0,0,0
40970,4041,DH-1800,0,0,0,0,0,0,0,1,1,4,0,0
40971,4041,RR-0130,0,0,0,0,0,0,0,2,1,11,0,0
40972,4041,TT-0500,6,3,8,0,1,0,1,0,0,0,0,0
40973,4041,ME-0100,0,0,0,0,0,0,0,1,0,0,0,0
40974,4041,KW-1150,0,0,0,0,2,0,-3,1,1,0,0,0
40975,4041,PH-0400,0,0,0,0,0,0,0,2,1,5,0,0
40976,4041,RW-4050,0,0,0,0,0,0,0,1,1,3,0,0
40977,4041,RJ-0800,0,0,0,0,2,0,0,0,0,0,0,0
40978,4041,OB-0075,0,0,0,0,0,0,0,1,0,0,0,0
40979,4041,AD-1300,0,0,0,0,0,0,0,1,0,0,0,0
40980,4042,MT-1300,0,0,0,0,2,1,7,0,0,0,0,0
40981,4042,CN-0500,7,4,30,0,2,1,-1,0,0,0,0,0
40982,4042,GO-0100,0,0,0,0,0,0,0,2,1,9,0,0
40983,4042,JS-6700,0,0,0,0,1,0,2,0,0,0,0,0
40984,4042,TG-0900,0,0,0,0,0,0,0,2,2,18,0,0
40985,4042,CS-1950,0,0,0,0,1,1,3,1,1,10,0,0
40986,4042,JW-5650,6,5,42,0,0,0,0,0,0,0,0,0
40987,4042,VJ-0100,0,0,0,0,0,0,0,3,3,25,0,0
40988,4042,DM-0450,0,0,0,0,2,1,6,0,0,0,0,0
40989,4042,CB-2775,0,0,0,0,0,0,0,1,1,7,0,0
40990,4042,ED-0400,0,0,0,0,0,0,0,1,0,0,0,0
40991,4042,CA-1175,0,0,0,0,3,1,7,0,0,0,0,0
40992,4042,CB-3850,0,0,0,0,0,0,0,1,1,3,0,0
40993,4042,DF-2200,0,0,0,0,0,0,0,1,0,0,0,0
40994,4042,ME-0600,0,0,0,0,0,0,0,1,0,0,0,0
40995,4043,KC-2350,11,6,36,0,1,1,0,0,0,0,0,0
40996,4043,AM-2850,0,0,0,0,2,0,0,1,1,1,0,0
40997,4043,PG-0100,0,0,0,0,0,0,0,3,3,27,0,0
40998,4043,CT-1220,0,0,0,0,0,0,0,1,1,5,0,0
40999,4043,MJ-2275,0,0,0,0,3,0,2,0,0,0,0,0
41000,4043,JC-5680,0,0,0,0,0,0,0,3,0,0,0,0
41001,4043,JR-1150,0,0,0,0,0,0,0,2,0,0,0,0
41002,4043,NA-0050,0,0,0,0,0,0,0,0,0,0,0,5
41003,4043,SB-1100,3,1,10,0,0,0,0,0,0,0,0,0
41004,4043,DS-3300,0,0,0,0,0,0,0,1,0,0,0,0
41005,4043,ZE-0100,0,0,0,0,0,0,0,1,0,0,0,0
41006,4043,DM-4300,0,0,0,0,1,0,3,0,0,0,0,0
41007,4043,BC-0700,0,0,0,0,0,0,0,1,1,10,0,0
41008,4043,DC-0775,0,0,0,0,0,0,0,1,1,3,0,0
41009,4044,MF-1300,0,0,0,0,3,0,6,0,0,0,0,0
41010,4044,JC-6200,6,5,33,0,0,0,0,0,0,0,0,0
41011,4044,JB-2950,0,0,0,0,0,0,0,1,0,0,0,0
41012,4044,ER-0500,0,0,0,0,0,0,0,2,2,13,0,0
41013,4044,DC-0725,4,2,20,0,0,0,0,0,0,0,0,0
41014,4044,AC-2350,0,0,0,0,0,0,0,1,1,16,0,0
41015,4044,RH-1600,0,0,0,0,0,0,0,1,1,4,0,0
41016,4044,JL-0280,0,0,0,0,1,1,4,0,0,0,0,0
41017,4044,MB-1800,0,0,0,0,0,0,0,2,2,11,0,0
41018,4044,MW-3250,0,0,0,0,0,0,0,1,1,9,0,0
41019,4044,ZM-0250,0,0,0,0,0,0,0,0,0,0,0,10
41020,4044,LM-1850,0,0,0,0,1,1,6,0,0,0,0,0
41021,4044,SR-0750,0,0,0,0,0,0,0,1,0,0,0,0
41022,4044,MR-0970,0,0,0,0,0,0,0,1,0,0,0,0
41023,4045,DF-1875,0,0,0,0,2,2,22,0,0,0,0,0
41024,4045,TW-0650,0,0,0,0,5,3,22,0,0,0,0,0
41025,4045,MR-2500,1,1,3,0,0,0,0,0,0,0,0,0
41026,4045,LH-0600,0,0,0,0,0,0,0,1,1,3,0,0
41027,4045,BH-1900,12,5,37,0,0,0,0,0,0,0,0,0
41028,4045,DH-3950,0,0,0,0,0,0,0,7,2,23,0,0
41029,4045,CP-1950,0,0,0,0,2,2,10,0,0,0,0,0
41030,4045,CF-0375,0,0,0,0,0,0,0,1,1,5,0,0
41031,4045,AB-1975,0,0,0,0,1,0,0,0,0,0,0,0
41032,4045,CS-1500,0,0,0,0,0,0,0,2,2,9,1,0
41033,4045,KM-3250,0,0,0,0,0,0,0,1,0,0,0,0
41034,4045,GG-0400,0,0,0,0,0,0,0,1,0,0,0,0
41035,4046,AD-0100,3,2,15,0,0,0,0,0,0,0,0,0
41036,4046,AG-1500,0,0,0,0,0,0,0,1,1,9,0,0
41037,4046,JH-4025,0,0,0,0,4,4,17,0,0,0,0,0
41038,4046,CW-1450,0,0,0,0,1,0,0,2,0,0,0,0
41039,4046,AS-1600,5,1,-2,0,1,0,6,0,0,0,0,0
41040,4046,CC-3950,0,0,0,0,0,0,0,1,0,0,0,0
41041,4046,MS-0150,0,0,0,0,0,0,0,2,1,6,0,0
41042,4046,GB-0350,0,0,0,0,2,2,19,0,0,0,0,0
41043,4046,JM-0200,0,0,0,0,0,0,0,1,1,-2,0,0
41044,4046,TK-0150,0,0,0,0,0,0,0,1,0,0,0,0
41045,4047,SD-0800,0,0,0,0,1,1,6,1,1,-1,0,0
41046,4047,JM-2900,4,4,14,0,0,0,0,0,0,0,0,0
41047,4047,DJ-1850,0,0,0,0,1,0,0,1,1,-5,0,0
41048,4047,PR-0300,2,2,20,0,1,0,-1,0,0,0,0,0
41049,4047,LG-0750,0,0,0,0,0,0,0,1,1,19,0,0
41050,4047,MG-1150,0,0,0,0,1,0,0,0,0,0,0,0
41051,4047,JP-2800,0,0,0,0,0,0,0,1,1,1,0,0
41052,4047,GB-0200,0,0,0,0,0,0,0,2,2,20,0,0
41053,4048,EL-0010,0,0,0,0,2,0,4,1,0,0,0,0
41054,4048,AR-1300,5,1,9,0,1,1,17,0,0,0,0,0
41055,4048,RR-1050,0,0,0,0,0,0,0,1,1,9,0,0
41056,4048,CH-5000,0,0,0,0,1,0,0,0,0,0,0,0
41057,4048,CK-0100,3,1,8,0,2,2,5,0,0,0,0,0
41058,4048,AB-2000,0,0,0,0,0,0,0,1,1,8,0,0
41059,4048,RC-1500,0,0,0,0,0,0,0,3,0,0,0,0
41060,4048,JK-2200,0,0,0,0,1,1,1,0,0,0,0,0
41061,4048,JS-6200,0,0,0,0,1,0,1,0,0,0,0,0
41062,4048,RB-4900,0,0,0,0,0,0,0,1,0,0,0,0
41063,4048,TS-2300,0,0,0,0,0,0,0,1,0,0,0,0
41064,4049,NF-0250,6,5,58,0,1,0,-1,0,0,0,0,5
41065,4049,TG-1950,0,0,0,0,3,0,-5,1,1,8,0,0
41066,4049,TA-1050,0,0,0,0,0,0,0,2,2,24,0,0
41067,4049,CJ-1700,0,0,0,0,4,1,-1,1,1,6,0,0
41068,4049,CP-0500,5,3,16,0,0,0,0,0,0,0,0,0
41069,4049,DJ-1325,0,0,0,0,1,0,-2,1,0,0,0,0
41070,4049,JB-6950,0,0,0,0,0,0,0,1,1,8,0,0
41071,4049,JC-4300,0,0,0,0,0,0,0,2,1,8,0,0
41072,4049,SB-0070,0,0,0,0,0,0,0,1,1,18,0,0
41073,4049,LF-0200,0,0,0,0,0,0,0,1,1,2,0,0
41074,4049,JG-3700,0,0,0,0,0,0,0,1,0,0,0,0
41075,4050,CA-0750,0,0,0,0,2,0,0,0,0,0,0,0
41076,4050,PM-0200,5,2,2,0,0,0,0,0,0,0,0,0
41077,4050,DT-0900,0,0,0,0,0,0,0,2,1,1,0,0
41078,4050,OD-0100,0,0,0,0,0,0,0,2,1,1,0,0
41079,4050,TB-2650,6,1,4,0,0,0,0,0,0,0,0,0
41080,4050,KR-1200,0,0,0,0,0,0,0,1,0,0,0,0
41081,4050,MW-0500,0,0,0,0,0,0,0,2,1,4,0,0
41082,4050,MP-2350,0,0,0,0,0,0,0,1,0,0,0,0
41083,4050,SD-0537,0,0,0,0,0,0,0,2,0,0,0,0
41084,4050,ES-0200,0,0,0,0,0,0,0,1,0,0,0,0
41085,4050,RH-2350,0,0,0,0,2,1,2,0,0,0,0,0
41086,4051,JR-0250,0,0,0,0,2,1,-3,0,0,0,0,0
41087,4051,DB-3800,5,5,24,0,0,0,0,0,0,0,0,0
41088,4051,MC-2400,0,0,0,0,0,0,0,1,1,2,0,0
41089,4051,MI-0100,0,0,0,0,4,1,14,1,1,3,0,0
41090,4051,BW-0700,0,0,0,0,0,0,0,1,1,7,0,0
41091,4051,JH-4070,0,0,0,0,0,0,0,1,1,3,0,0
41092,4051,BW-0850,6,2,20,0,0,0,0,0,0,0,0,0
41093,4051,TW-2270,0,0,0,0,0,0,0,5,1,17,0,0
41094,4051,BC-2325,0,0,0,0,0,0,0,1,1,9,0,0
41095,4051,KR-1050,0,0,0,0,1,1,1,0,0,0,0,15
41096,4051,CB-1130,0,0,0,0,0,0,0,1,1,3,0,0
41097,4052,RW-3850,0,0,0,0,0,0,0,0,0,0,0,0
41098,4052,ZZ-0100,0,0,0,0,2,2,9,0,0,0,0,0
41099,4052,MS-4100,1,1,10,0,0,0,0,0,0,0,0,0
41100,4052,CJ-1100,0,0,0,0,0,0,0,1,1,10,0,0
41101,4053,RM-0300,2,0,0,1,0,0,0,0,0,0,0,0
41102,4053,KM-3250,0,0,0,0,0,0,0,1,0,0,0,0
41103,4053,AF-0900,0,0,0,0,2,1,3,1,0,0,0,0
41104,4053,MH-1600,7,3,17,0,0,0,0,0,0,0,0,0
41105,4053,JD-2550,0,0,0,0,0,0,0,1,0,0,0,0
41106,4053,AJ-0900,0,0,0,0,0,0,0,3,2,6,0,0
41107,4053,FG-0200,0,0,0,0,4,2,6,0,0,0,0,0
41108,4053,TH-1850,0,0,0,0,0,0,0,2,1,11,0,0
41109,4053,BH-1900,1,1,11,0,0,0,0,0,0,0,0,0
41110,4053,JS-7075,0,0,0,0,0,0,0,1,1,11,0,0
41111,4053,JR-2775,0,0,0,0,2,0,2,0,0,0,0,0
41112,4053,CF-0650,0,0,0,0,0,0,0,1,0,0,0,0
41113,4054,AS-1600,3,1,19,0,0,0,0,0,0,0,0,0
41114,4054,DT-0850,0,0,0,0,0,0,0,1,1,19,0,0
41115,4054,JC-2300,0,0,0,0,1,0,0,0,0,0,0,0
41116,4054,TK-0150,0,0,0,0,0,0,0,1,0,0,0,0
41117,4054,CW-1450,0,0,0,0,0,0,0,1,0,0,0,0
41118,4054,JC-6200,5,3,18,0,0,0,0,0,0,0,0,0
