tid,gid,tname,pts,q1p,q2p,q3p,q4p,rfd,pfd,ifd,ry,ra,py,pa,pc,sk,ints,fum,pu,gpy,pr,pry,kr,kry,ir,iry,pen,top,td,tdr,tdp,tdt,fgm,fgat,fgy,rza,rzc,bry,bpy,srp,s1rp,s2rp,s3rp,spp,s1pp,s2pp,s3pp,lea,ley,lta,lty,lga,lgy,mda,mdy,rga,rgy,rta,rty,rea,rey,r1a,r1y,r2a,r2y,r3a,r3y,qba,qby,sla,sly,sma,smy,sra,sry,dla,dly,dma,dmy,dra,dry,wr1a,wr1y,wr3a,wr3y,tea,tey,rba,rby,sga,sgy,p1a,p1y,p2a,p2y,p3a,p3y,spc,mpc,lpc,q1ra,q1ry,q1pa,q1py,lcra,lcry,lcpa,lcpy,rzra,rzry,rzpa,rzpy,sky,lbs,dbs,sfpy,drv,npy,tb,i20,rtd,lnr,lnp,lbr,lbp,dbr,dbp,nha,s3a,s3c,l3a,l3c,stf,dp,fsp,ohp,pbep,dlp,dsp,dum,pfn,snpo,snpd
8021,4011,ARI,48,14,14,14,6,6,12,3,117,30,185,24,17,0,1,1,3,121,2,6,2,117,2,27,58,30,7,1,4,1,0,0,0,4,4,40,72,15,7,7,1,12,4,3,5,3,29,8,26,2,7,0,0,5,22,6,18,2,15,15,54,9,55,2,8,0,0,9,63,1,14,7,60,2,0,0,0,4,48,10,112,9,65,1,5,3,3,13,90,9,60,7,57,8,68,4,10,3,6,20,6,36,0,0,0,0,7,36,3,23,0,0.5,0,305,10,101,0,2,1,9.5,2,3.5,3,12,18,0,2,2,4,3,4,7,1,1,1,4,1,0,0,59,72
8022,4011,CHI,23,7,13,3,0,8,7,3,109,28,226,32,22,2,2,0,5,229,1,20,3,86,1,2,170,30,2,1,1,0,3,3,114,2,1,51,139,15,9,6,0,10,6,2,2,6,23,1,3,9,16,2,-5,5,37,3,8,2,27,18,91,9,20,1,-2,5,19,14,44,2,10,9,96,4,70,2,21,1,0,8,41,11,94,8,62,5,44,43,328,12,99,10,38,12,89,8,8,6,8,30,6,90,0,0,0,0,2,-1,2,8,15,0,0,395,13,203,1,0,0,7,1,10,2.5,8,7.5,14,2,1,9,0,6,0,4,4,1,1,3,1,0,72,59
8023,4012,NE,40,14,10,13,3,4,20,3,59,19,451,59,38,2,0,2,1,54,4,41,0,0,3,29,119,30,4,1,3,0,4,4,142,5,3,35,202,5,1,4,0,30,15,12,3,2,15,1,1,2,13,3,10,3,17,1,4,0,0,5,17,6,39,1,4,0,0,25,200,7,40,15,69,4,93,4,64,4,0,21,126,8,87,19,151,11,102,54,446,30,196,20,210,11,60,7,18,13,1,6,9,76,2,4,4,46,5,25,10,36,15,3,0,538,15,40,0,0,0,4.5,7,12.5,8,8,13,35,3,1,7,2,1,0,3,4,2,0,2,2,0,86,72
8024,4012,BUF,32,7,7,0,18,11,11,1,160,27,189,30,23,8,3,0,6,249,1,14,2,45,0,0,140,30,5,2,3,0,0,0,0,3,3,80,127,18,8,6,4,15,10,4,1,0,0,5,47,3,13,7,36,3,5,7,46,2,13,12,66,10,72,5,22,5,43,12,122,5,37,7,27,2,24,1,0,3,32,11,120,6,58,7,21,6,43,51,421,20,155,9,52,9,-26,8,10,5,10,58,8,9,0,0,1,0,5,19,2,20,53,0,0,345,13,208,0,2,0,4.5,2,2.5,10,4,25,13,3,2,6,0,3,0,0,5,3,0,3,5,2,72,86
8025,4013,SD,19,3,3,7,6,6,12,1,131,25,223,27,21,4,1,2,3,144,1,0,3,71,0,0,64,30,2,0,2,0,2,3,72,2,1,73,40,12,6,4,2,17,6,9,2,1,1,2,36,4,33,7,36,2,3,5,13,4,9,16,61,6,51,3,19,1,5,10,69,8,82,5,50,0,0,1,0,2,40,10,100,4,16,6,47,7,78,38,320,11,99,12,94,8,30,3,14,4,7,46,4,17,1,4,4,4,1,5,1,10,18,0,0,260,10,115,0,0,0,12,0,11,4.5,9,8.5,0,4,3,5,0,7,0,2,4,1,1,1,3,0,63,66
8026,4013,CIN,24,7,7,3,7,9,8,3,177,38,214,26,16,0,0,2,3,161,3,29,3,74,1,0,75,30,3,0,3,0,1,2,21,4,2,74,99,21,12,7,2,12,7,3,2,2,14,6,57,4,3,9,46,7,28,3,16,3,13,19,107,11,55,4,15,3,12,8,76,3,25,8,29,3,16,2,68,0,0,6,60,5,48,6,49,6,26,29,291,12,140,8,33,6,41,4,6,6,10,52,8,64,11,66,4,24,7,29,8,28,0,0,0,422,12,141,1,1,0,8.5,4,5.5,3,11,16,0,2,2,5,2,7,0,1,5,0,2,2,0,1,66,63
8027,4014,TEN,14,0,0,7,7,6,14,1,166,30,219,37,21,7,0,3,6,298,4,41,0,0,0,0,85,35,2,0,2,0,0,0,0,3,2,83,53,17,10,4,3,16,4,6,6,5,23,2,4,9,30,0,0,6,18,7,79,1,8,18,116,9,26,3,20,3,19,10,91,11,105,7,42,4,0,1,0,4,19,12,26,4,47,15,158,6,26,46,238,13,26,16,83,15,110,2,14,5,10,77,7,27,0,0,0,0,1,4,7,30,38,2,0,233,12,144,0,0,0,6,0,14.5,5,7.5,3,4,5,3,10,4,2,0,1,2,3,0,1,2,1,80,49
8028,4014,CLE,28,14,7,0,7,7,5,1,117,31,158,15,8,2,0,0,6,319,6,154,1,31,0,0,40,25,4,1,2,0,0,0,0,2,1,46,110,15,8,5,2,7,4,1,2,2,8,3,6,10,24,1,0,8,66,3,3,2,10,15,92,10,22,4,3,2,2,4,14,0,0,6,30,1,50,3,60,1,18,7,115,6,40,1,17,1,0,13,98,5,46,4,60,8,52,2,1,5,7,25,5,100,6,30,1,50,3,11,0,0,14,0,1.5,368,11,258,1,3,1,9,7.5,10,4.5,11,13,0,4,2,7,2,7,0,0,2,0,0,1,1,1,49,80
8029,4015,ATL,24,7,3,0,14,5,19,1,57,23,346,46,30,2,0,0,5,273,1,10,2,31,0,0,65,31.5,3,2,1,0,1,1,42,3,3,11,98,9,4,3,2,25,12,4,9,3,8,3,3,2,1,2,12,2,5,3,5,6,23,13,28,6,22,2,7,0,0,16,81,15,91,11,76,1,37,2,37,1,41,16,135,12,89,7,77,11,62,30,223,18,182,15,51,15,113,6,16,8,6,21,18,105,3,1,11,113,6,10,4,21,17,0,0,192,10,187,1,0,0,7,5.5,8,8.5,8,12,2,3,3,11,7,7,0,1,2,0,1,2,0,0,72,71
8030,4015,NYG,20,0,13,7,0,6,12,1,97,23,291,40,27,2,0,1,4,164,4,66,2,77,0,0,35,28.5,2,0,2,0,2,2,82,4,1,76,130,8,4,2,2,16,4,5,7,0,0,4,3,3,12,10,82,2,2,2,6,2,-8,14,64,5,15,4,18,2,23,16,139,7,66,11,54,6,26,0,0,0,0,20,161,1,5,9,31,10,88,48,373,12,88,16,69,14,127,9,14,4,5,6,4,19,5,18,12,25,2,7,5,21,1,0,0,285,10,154,0,3,0,8.5,3.5,7,8.5,3.5,19,40,3,1,9,4,7,0,2,1,3,0,2,0,0,71,72
8031,4016,STL,10,0,0,10,0,4,6,1,67,13,146,32,17,1,0,0,8,381,0,0,1,28,0,0,80,22.5,1,0,1,0,1,1,52,0,0,50,40,6,6,0,0,7,3,2,2,4,35,2,1,0,0,2,16,1,0,2,3,2,12,9,65,2,1,2,1,1,1,3,14,7,33,15,63,2,0,2,40,2,0,7,50,5,7,9,62,11,31,27,76,11,44,11,67,11,35,6,9,2,5,7,8,29,3,12,1,4,0,0,0,0,4,0,0,339,12,369,0,4,0,15,3,11.5,8,8.5,13,0,1,0,8,1,6,0,2,2,2,2,0,3,0,52,72
8032,4016,WAS,24,10,7,0,7,8,10,1,182,37,191,27,23,2,0,1,6,244,5,12,1,23,0,0,53,37.5,3,2,1,0,1,1,46,2,2,110,85,13,5,6,2,15,6,3,6,10,39,9,95,6,9,3,6,3,4,2,-1,4,30,17,85,16,73,4,24,0,0,11,50,6,78,7,40,2,35,0,0,1,0,7,23,8,52,6,82,6,46,24,161,11,93,6,28,12,70,10,9,4,6,79,8,62,11,35,5,48,8,22,2,12,12,0,0,306,12,224,1,1,0,3,2.5,4,7.5,6,6,3,3,2,8,2,9,0,1,4,0,1,1,0,1,72,52
8033,4017,MIA,20,3,10,7,0,0,15,2,42,16,344,43,30,2,0,0,6,289,3,25,2,57,0,0,112,30,2,0,2,0,2,3,89,2,2,0,132,6,6,0,0,21,10,6,5,4,11,0,0,0,0,6,13,0,0,0,0,6,18,9,39,7,3,0,0,3,17,10,45,11,84,12,81,0,0,4,101,6,48,21,233,6,3,6,80,10,43,58,430,18,166,11,78,16,100,10,12,8,2,2,5,50,1,2,17,68,3,5,3,28,15,0,0,278,12,237,1,0,0,5.5,0,15,2.5,11.5,11.5,0,5,2,8,1,5,0,1,5,2,1,4,1,0,68,73
8034,4017,JAC,23,10,10,0,3,4,11,4,124,34,273,33,18,0,0,0,7,317,3,32,2,46,0,0,93,30,2,0,2,0,3,3,113,3,1,52,158,13,8,4,1,16,6,6,4,5,8,0,0,0,0,19,52,1,1,0,0,7,63,18,72,11,26,3,26,1,28,7,22,4,29,11,45,4,117,3,24,4,36,16,223,8,34,4,0,4,13,35,310,10,130,12,56,11,87,5,6,7,11,45,9,123,9,22,10,53,7,24,3,3,0,0,0.5,350,13,272,1,1,0,3.5,1.5,8,8.5,4.5,18,1,5,2,6,1,10,0,0,8,0,1,0,2,0,73,68
8035,4018,BAL,33,10,10,0,13,7,17,5,109,25,384,45,32,0,1,1,2,92,0,0,1,29,1,25,109,30.5,3,1,2,0,4,4,111,6,2,42,230,15,5,6,4,25,15,8,2,2,3,2,19,1,4,16,77,3,8,1,-2,0,0,9,33,10,56,6,20,2,2,13,114,12,97,10,49,7,86,0,0,3,38,11,101,18,150,7,96,9,37,37,377,26,234,12,126,7,24,8,16,8,4,23,12,120,11,40,8,69,8,22,11,21,0,0,1,260,11,87,0,0,0,4.5,1,9.5,10.5,2,16.5,9,5,3,4,1,5,0,2,2,0,1,6,2,0,82,74
8036,4018,OAK,37,10,10,10,7,4,17,6,98,20,351,46,30,1,1,0,2,118,2,5,0,0,1,12,106,29.5,4,1,3,0,3,3,117,3,2,24,176,10,5,4,1,27,12,7,8,4,35,1,3,4,24,5,22,1,5,1,1,2,8,8,36,9,58,1,4,1,24,10,42,13,86,14,68,4,60,1,21,4,66,27,212,5,62,8,25,6,44,49,432,23,136,11,103,13,104,10,14,6,4,13,13,113,3,10,13,71,2,3,4,12,0,0,0,290,11,98,1,1,0,7,2,7.5,14,8.5,14,8,4,4,4,1,1,0,4,1,2,2,5,2,1,74,82
8037,4019,DAL,20,3,3,7,7,4,12,5,111,35,250,34,25,3,0,2,6,315,2,1,1,31,2,24,142,40.5,2,0,1,0,2,2,48,2,0,12,81,15,9,5,1,16,6,7,3,9,45,2,3,0,0,4,9,2,8,2,6,12,40,19,54,10,46,2,11,2,21,9,52,4,38,17,120,1,0,0,0,3,58,7,84,7,32,12,72,8,80,36,297,12,63,15,74,10,113,8,12,5,10,32,8,56,0,0,0,0,3,15,5,11,18,1,0,332,12,275,1,2,0,6.5,1.5,5.5,9.5,4,8,2,3,1,7,2,7,7,6,6,3,0,4,1,1,85,62
8038,4019,PHI,10,0,0,0,10,2,11,4,7,17,219,37,23,1,2,1,7,302,2,20,1,21,0,0,60,19.5,1,0,1,0,1,1,46,2,1,0,54,5,3,0,2,16,9,6,1,5,-14,0,0,0,0,4,6,2,3,3,9,3,3,10,5,5,-10,2,12,2,9,9,65,7,28,13,99,3,0,2,0,3,32,14,100,7,31,7,17,9,76,49,243,17,104,11,83,10,32,6,14,3,5,0,5,15,0,0,0,0,3,11,6,29,5,1,0,331,12,263,0,3,0,14,3,7.5,12.5,7.5,10.5,39,3,2,8,0,9,0,0,3,2,1,3,1,0,62,85
8039,4020,SEA,17,3,0,14,0,8,12,1,119,25,205,29,19,2,1,1,5,201,2,22,4,79,0,0,92,26.5,2,0,2,0,1,1,54,2,2,61,56,15,7,8,0,15,8,4,3,4,24,2,0,4,0,5,29,1,6,2,19,7,41,13,56,9,63,3,0,10,78,4,39,11,86,7,8,2,32,2,17,3,24,10,92,4,30,6,47,9,37,35,284,15,97,10,54,6,54,5,10,4,6,14,6,44,4,24,1,0,2,9,3,19,1,0,0,264,10,181,1,2,0,13,3.5,9.5,6.5,5.5,15,5,0,0,6,2,9,0,1,1,1,3,4,2,0,60,71
8040,4020,GB,27,10,3,3,11,7,11,3,128,30,234,33,25,2,0,1,3,139,0,0,1,19,1,2,35,33.5,2,0,2,0,4,4,137,3,1,45,76,12,3,7,2,18,10,6,2,6,33,4,11,1,9,7,17,0,0,3,45,7,13,12,25,12,88,4,15,5,24,12,85,6,27,8,61,2,0,2,51,1,25,16,149,7,66,4,23,4,11,54,426,17,120,11,85,7,29,9,10,6,8,32,10,83,8,23,9,91,3,5,6,21,15,0,0,285,11,117,0,0,0,9.5,4.5,7.5,1.5,8,12,34,3,2,7,2,5,0,1,2,1,2,1,2,0,71,60
8041,4021,NYJ,20,7,3,0,10,3,13,4,101,27,243,34,22,1,1,0,5,170,0,0,0,0,3,29,90,32,2,0,2,0,2,3,81,3,2,58,89,12,9,3,0,17,6,7,4,2,27,1,4,2,1,10,34,2,7,6,1,4,27,13,58,11,43,3,0,1,6,12,126,3,6,9,65,6,27,2,0,2,20,27,225,0,0,0,0,7,19,32,176,15,68,11,102,9,73,7,8,7,6,9,9,78,2,19,5,56,5,4,4,21,1,0,0,361,11,170,0,3,0,7.5,1.5,9.5,2.5,6,14,0,2,1,8,2,12,0,2,1,0,1,1,5,0,69,64
8042,4021,IND,7,0,0,0,7,4,11,2,93,24,250,37,21,0,3,2,3,149,0,0,4,98,1,0,84,28,1,0,1,0,0,1,0,2,0,28,132,10,6,1,3,16,7,6,3,3,8,0,0,3,3,10,24,1,18,1,5,6,35,12,58,7,17,5,18,4,24,12,88,5,48,8,60,1,0,2,30,7,24,14,72,14,147,0,0,6,31,42,312,14,101,14,99,9,50,7,7,7,7,43,8,35,0,0,0,0,7,19,3,7,0,0,0,230,11,149,0,1,0,9.5,3,12,3,5.5,15,9,5,2,8,3,9,0,0,4,1,1,5,1,1,64,69
8043,4022,WAS,21,0,6,0,15,3,16,3,88,20,305,49,30,1,2,1,2,36,1,10,4,158,0,0,58,28.5,2,0,1,0,2,2,81,3,1,36,66,11,4,6,1,24,9,7,8,3,12,6,17,0,0,3,32,1,0,4,12,3,15,10,33,8,50,2,5,0,0,15,139,11,68,12,45,3,20,2,26,6,18,12,64,16,99,10,96,11,57,48,353,19,78,15,102,16,125,6,15,9,6,26,4,9,0,0,0,0,2,6,6,11,11,0,0,180,10,24,0,0,1,10,0,11,7,9,14,9,5,4,8,2,4,0,0,3,2,0,2,1,0,76,67
8044,4022,NYG,32,12,3,3,14,5,13,1,84,31,279,32,23,0,0,0,4,171,1,0,2,17,2,6,67,31.5,3,1,2,0,3,3,119,3,1,11,146,12,6,5,1,20,7,9,4,2,1,9,22,3,6,6,21,6,19,4,10,1,5,17,55,11,25,3,4,0,0,6,32,7,50,13,74,2,22,1,30,3,71,16,195,1,0,9,59,6,25,41,318,9,55,13,147,10,77,6,11,6,7,15,10,74,0,0,0,0,3,3,6,13,0,1,0,380,10,161,0,2,0,9.5,2.5,5.5,12,5,15.5,32,3,1,7,2,10,2,1,4,0,0,4,1,0,67,76
8045,4023,ATL,39,7,10,8,14,10,14,2,159,33,280,36,24,1,0,0,4,205,0,0,1,23,1,11,70,34,5,3,2,0,1,1,32,5,4,77,123,19,10,5,4,23,6,12,5,7,24,5,15,0,0,9,51,1,16,2,8,7,45,19,76,8,51,4,32,1,18,8,60,14,94,9,43,1,22,2,21,1,45,20,164,7,51,2,14,6,56,27,222,13,93,15,115,9,72,5,13,6,5,31,9,43,8,45,9,53,8,29,11,38,5,0,0,301,11,181,0,1,0,3.5,3,6,10,7.5,11,0,5,4,3,1,6,0,0,2,1,0,0,3,0,74,53
8046,4023,DAL,28,14,14,0,0,9,11,3,127,21,220,26,22,2,1,0,4,159,3,24,1,28,0,0,31,26,4,4,0,0,0,0,0,3,3,105,42,12,10,2,0,17,6,10,1,1,2,3,39,4,6,6,23,2,7,1,-4,4,54,18,113,2,14,1,0,0,0,6,45,15,134,4,53,0,0,0,0,1,0,2,0,4,49,8,65,12,118,27,214,9,99,13,90,6,31,2,14,6,9,91,6,73,1,1,2,-3,5,21,0,0,12,1,0,259,10,159,0,3,0,7,0,14,4,7,17,5,2,0,2,0,5,0,1,2,1,0,2,0,0,53,74
8047,4024,IND,35,7,7,0,21,9,10,1,136,26,245,30,18,3,2,0,5,249,0,0,0,0,2,95,71,25,5,2,2,1,0,0,0,3,3,88,104,12,6,3,3,17,10,5,2,0,0,1,3,1,1,5,38,3,28,3,15,7,51,12,93,4,16,4,27,3,24,10,75,4,8,9,54,2,21,1,35,4,67,8,94,10,75,9,83,3,8,39,322,14,128,12,34,7,83,2,10,6,10,35,6,62,3,36,3,34,4,12,2,15,15,1,0,372,14,250,0,2,0,8,2,12.5,8,4.5,17,4,3,2,5,2,2,7,3,4,0,0,3,1,0,59,81
8048,4024,TEN,33,0,10,17,6,7,18,3,88,27,345,44,27,3,2,0,5,212,3,1,0,0,2,72,55,35,4,2,2,0,2,2,59,6,4,36,181,13,9,2,2,21,9,9,3,1,8,4,18,4,9,5,6,5,14,4,14,4,19,17,62,7,22,3,4,0,0,10,81,8,74,15,97,9,115,0,0,1,0,18,115,5,51,14,123,6,78,41,282,19,110,17,176,11,59,6,10,11,7,25,6,41,2,-2,12,63,9,25,9,15,22,1,0,418,14,212,0,2,0,4.5,3,8.5,4,5,12,2,4,2,8,3,8,0,1,3,0,0,0,0,2,81,59
8049,4025,OAK,27,3,14,3,7,6,11,2,156,31,314,32,20,0,0,1,4,157,3,6,2,60,1,0,85,32.5,3,1,2,0,2,2,58,5,3,74,154,12,5,4,3,15,6,6,3,0,0,3,12,12,97,0,0,11,25,2,-1,1,9,16,56,10,73,3,13,0,0,10,128,7,69,13,117,0,0,0,0,2,0,20,170,6,59,2,8,4,77,35,358,10,95,11,133,11,86,2,12,6,7,1,10,89,4,10,2,8,10,35,7,35,0,3,0,253,11,148,0,1,0,5,2,6,10.5,3,18.5,3,3,2,8,3,8,0,3,5,1,2,2,0,0,68,72
8050,4025,CLE,20,0,3,7,10,2,16,3,39,14,316,49,28,5,1,1,4,211,3,9,1,19,0,0,50,27.5,2,0,2,0,2,2,65,3,1,30,109,4,2,2,0,21,7,5,9,0,0,1,1,4,19,0,0,6,12,3,7,0,0,8,19,5,20,1,0,0,0,16,86,8,48,13,82,4,41,3,16,4,28,17,141,12,61,12,105,8,34,39,251,20,72,18,59,16,185,6,12,10,4,6,5,19,0,0,11,63,3,17,8,11,25,0,0,228,10,205,0,2,0,10.5,2,7.5,5,10,11,6,5,3,10,5,5,0,2,2,0,1,1,1,1,72,68
8051,4026,CIN,28,7,7,0,14,6,13,4,88,33,372,32,20,2,1,1,3,164,4,25,1,32,1,0,67,30,4,1,3,0,0,0,0,6,3,0,244,12,5,2,5,17,7,6,4,4,12,0,0,11,29,3,11,8,20,2,12,1,4,13,34,8,18,8,36,3,12,5,30,6,46,11,53,4,123,1,16,5,95,17,235,8,94,3,0,4,34,47,449,13,148,12,92,9,112,3,8,9,11,40,2,32,8,31,12,158,9,34,9,32,11,0,0,422,13,129,0,1,0,9.5,2.5,4.5,13,3,14.5,30,4,3,9,4,4,0,1,2,4,0,2,2,0,73,74
8052,4026,BAL,24,0,0,7,17,4,13,2,36,18,362,49,32,0,1,0,4,174,2,35,1,26,1,0,116,30,3,0,2,1,1,2,21,2,1,0,139,7,3,3,1,23,10,5,8,0,0,2,1,8,8,1,9,4,9,0,0,3,9,8,26,7,11,3,-1,0,0,9,50,17,79,16,148,0,0,2,48,4,37,6,29,19,197,12,103,11,33,35,271,19,127,14,65,16,170,8,15,9,6,24,9,53,2,-1,17,103,1,1,3,23,0,0,1,204,10,149,0,0,0,14.5,1,9.5,3.5,4,12.5,9,3,0,6,4,6,7,1,5,2,1,4,3,0,74,73
8053,4027,JAC,17,0,3,7,7,2,12,1,57,20,236,33,17,2,1,0,4,195,0,0,3,41,0,0,114,25.5,2,0,2,0,1,1,40,2,1,0,165,7,4,2,1,15,5,6,4,1,2,2,7,3,5,5,15,3,6,1,4,5,18,9,30,8,20,3,7,3,7,10,27,4,28,8,42,4,60,2,26,5,59,13,138,5,41,7,43,8,20,35,223,14,44,11,93,10,99,4,8,5,9,27,7,27,0,0,0,0,1,0,4,17,6,0,0,198,10,169,0,1,0,3.5,3,13,14,8.5,14,3,2,2,9,3,6,0,0,2,2,0,2,1,0,57,80
8054,4027,NE,51,10,10,17,14,12,19,4,127,34,346,42,33,2,0,0,0,0,3,26,0,0,1,27,30,34.5,6,4,2,0,3,3,112,8,6,49,91,18,7,6,5,29,13,10,6,3,29,3,0,4,4,10,34,5,33,5,27,0,0,14,55,11,57,5,15,2,4,19,139,10,129,9,44,1,19,1,27,1,0,16,124,6,38,9,126,10,70,41,328,20,170,15,101,9,75,7,19,7,4,24,10,112,0,0,0,0,13,25,10,51,12,1,0,320,11,0,0,0,0,7.5,2,4.5,3.5,6,9.5,18,6,5,4,2,3,0,1,2,0,0,1,0,0,80,57
8055,4028,NO,22,3,7,6,6,5,18,4,70,24,310,38,31,1,1,1,2,92,2,82,4,86,0,0,55,32.5,3,2,0,0,1,1,31,3,2,0,65,9,5,2,2,23,10,7,6,2,3,2,9,4,2,6,23,3,13,3,10,4,10,14,45,7,18,3,7,0,0,14,135,6,52,12,65,1,0,2,36,3,22,14,126,10,53,5,52,9,79,34,275,16,116,13,87,10,107,9,15,7,7,21,14,95,4,10,9,76,4,19,2,5,0,1,0,182,8,92,0,2,1,7,0.5,15.5,6.5,6.5,12,0,3,3,7,3,5,0,3,1,2,0,1,1,0,70,65
8056,4028,CAR,27,0,10,10,7,7,15,2,119,30,312,31,20,1,0,0,4,173,0,0,1,15,1,0,88,27.5,3,1,2,0,2,2,67,4,3,51,134,12,3,5,4,17,8,7,2,7,34,7,33,2,5,7,28,3,10,2,8,2,1,18,43,7,51,5,25,7,33,7,64,5,33,12,66,4,107,1,18,2,27,6,93,6,27,14,153,5,42,48,431,12,141,13,133,7,38,2,13,5,3,16,4,27,8,35,7,50,9,32,6,45,3,1,0,190,9,91,0,1,0,7,1.5,9,12,6,17.5,16,4,4,5,1,5,0,0,3,1,1,2,2,2,65,70
8057,4029,PHI,24,3,21,0,0,8,6,4,126,41,108,28,14,1,0,1,9,440,3,89,1,10,3,0,21,28,3,1,1,0,1,1,30,2,1,63,44,16,10,4,2,10,3,5,2,10,52,5,7,2,1,8,23,1,-2,6,25,4,19,20,92,11,25,5,8,0,0,14,43,1,0,10,54,1,0,0,0,2,21,8,49,8,0,2,30,10,39,54,268,8,24,11,49,10,35,6,5,3,9,45,9,31,3,4,0,0,6,22,3,4,10,0,0,379,15,371,0,2,1,8,7,4.5,9.5,2.5,17.5,42,2,2,8,2,13,0,1,2,3,1,2,0,0,70,76
8058,4029,NYJ,17,0,7,0,10,4,14,1,47,16,276,58,35,1,3,1,8,371,7,69,4,82,0,0,53,32,2,0,2,0,1,1,53,2,2,10,46,7,3,1,3,22,9,9,4,3,11,2,6,1,1,5,19,1,1,2,8,2,1,9,19,4,20,3,8,4,13,20,51,7,25,18,111,7,38,3,26,3,32,24,159,20,72,4,10,10,42,57,290,23,85,22,125,14,66,14,14,7,3,5,9,30,0,0,0,0,1,1,6,32,7,0,0,477,15,282,0,3,0,15,1.5,12.5,5.5,7.5,6,8,5,4,7,1,2,0,2,0,1,0,3,1,0,76,70
8059,4030,TB,9,0,9,0,0,2,11,1,57,20,261,36,17,0,1,0,7,312,5,48,1,27,1,0,84,23.5,1,0,1,0,1,4,58,1,0,27,106,7,6,1,0,15,8,6,1,2,7,1,0,1,-4,9,30,1,3,3,14,3,7,12,44,8,13,0,0,0,0,13,90,2,18,9,24,4,89,3,19,3,21,21,141,7,61,4,18,2,41,26,143,13,127,11,103,12,31,2,5,10,5,14,4,39,4,19,7,56,1,3,2,0,0,0,0,354,13,295,0,2,0,13,1,15.5,5.5,14.5,17.5,0,0,0,10,1,9,0,1,2,1,3,5,2,0,59,90
8060,4030,HOU,19,7,0,3,9,10,16,4,187,47,227,39,24,1,1,0,6,266,5,17,2,46,1,0,58,36.5,2,1,1,0,2,3,58,2,1,74,29,23,16,6,1,19,8,4,7,6,26,9,42,6,21,13,51,1,2,4,19,6,26,25,145,16,20,4,22,0,0,11,70,10,73,12,56,3,0,1,29,2,0,23,143,10,57,1,9,5,19,33,136,14,109,12,51,14,67,7,14,3,11,33,12,73,14,68,4,51,6,31,3,10,1,0,0,352,14,198,1,2,0,6,1,10,0,4,14,1,4,2,11,4,14,0,2,2,0,0,0,2,0,90,59
8061,4031,SD,14,0,7,0,7,8,12,1,90,28,279,40,26,4,1,1,6,263,1,0,1,19,1,0,74,33.5,2,0,2,0,0,0,0,2,1,13,125,13,4,6,3,20,11,4,5,1,3,5,16,4,23,11,33,4,7,1,5,2,3,12,48,12,30,4,12,0,0,13,103,8,40,12,74,5,73,2,19,0,0,12,109,18,133,4,35,6,32,53,374,17,109,13,82,14,88,5,13,8,8,25,6,36,0,0,0,0,0,0,4,19,30,0,0,186,11,225,0,3,0,5,0,13,2,9,9,21,4,3,11,3,6,0,1,3,1,1,3,0,0,73,56
8062,4031,MIN,31,3,7,14,7,8,8,2,164,32,121,24,13,0,1,0,4,165,3,38,2,53,1,91,39,26.5,4,3,0,1,1,1,64,3,2,85,0,17,11,6,0,9,1,5,3,2,9,2,12,4,12,8,32,6,9,4,32,4,55,20,119,10,42,0,0,0,0,7,71,0,0,11,31,4,19,0,0,2,0,4,49,10,53,7,14,3,5,16,91,5,16,10,57,9,48,4,6,3,10,41,8,32,0,0,0,0,7,29,1,0,0,1,0,366,12,165,0,3,0,10.5,3,7,10.5,10.5,13.5,3,0,0,5,2,4,7,0,0,1,0,0,2,1,56,73
8063,4032,PIT,12,3,6,0,3,4,11,2,64,24,197,30,25,5,1,0,4,196,0,0,1,22,1,20,63,32.5,1,1,0,0,2,2,62,2,1,42,40,7,5,1,1,19,9,5,5,2,7,6,33,3,20,4,-1,3,0,2,5,0,0,12,66,6,-3,2,1,0,0,8,46,9,79,10,66,1,0,0,0,2,39,16,124,3,19,3,17,8,70,37,258,13,69,12,50,10,78,5,15,5,7,27,12,127,6,35,6,4,3,2,5,13,33,1,0,316,10,164,0,3,0,6,2,8.5,5.5,3.5,13.5,8,5,3,6,2,6,0,0,3,0,0,1,0,0,63,50
8064,4032,STL,6,0,3,0,3,2,9,1,71,18,187,29,19,2,1,0,4,170,3,32,2,48,1,0,47,27.5,0,0,0,0,2,2,76,1,0,46,26,5,3,1,1,12,4,7,1,0,0,3,2,2,13,3,14,1,1,4,11,5,30,13,41,3,8,2,22,1,10,9,61,5,38,12,72,1,0,1,0,1,26,15,140,1,0,9,19,4,38,13,92,8,63,13,81,10,43,4,11,4,2,8,4,20,6,31,9,34,2,8,1,0,10,2,1,171,9,150,1,2,0,5.5,2,5,8,8.5,20,2,2,1,5,0,5,0,2,2,1,0,2,0,0,50,63
